name	latitude_deg	longitude_deg
Rgnl Medical Center Heliport	35.83620071	-90.70179749
Ami National Park Medical Center Heliport	34.48149872	-93.03099823
Yancopin Airport	33.95009995	-91.18119812
Howard Memorial Hospital Heliport	33.95009995	-93.85209656
Eureka Springs Hospital Heliport	36.40010071	-93.74349976
Arizona Heart Hospital Heliport	33.48130035	-112.0400009
Taylor Field	32.30089951	-111.3239975
Western Sky Airport	33.77809906	-113.6419983
Flying Bucket Ranch Airport	32.9822998	-112.2870026
Castle Well Airport	33.86589813	-112.6029968
St Joseph's Hospital Heliport	33.4817009	-112.0770035
Sunstate Heliport	33.44369888	-111.9629974
Brewer Airport	44.76369858	-68.76779938
Warren-Sugarbush Airport	44.11669922	-72.82710266
Triple R Airport	39.4878006	-94.78050232
Hinckley Airport	41.77090073	-88.70339966
Canadian Lakes Airport	43.57640076	-85.2806015
Grandpas' Farm Mendota Airport	41.52199936	-89.13259888
Cushing Field Ltd Airport	41.51950073	-88.60559845
Coach & Paddock Heliport	40.63819885	-74.97570038
Drew Medical Center Heliport	33.9233017	-118.2419968
Northside Airpark	34.98830032	-120.4580002
Va Greater Los Angeles Health Care Center Heliport	34.04919815	-118.4560013
Crawford Airport	34.58750153	-120.0130005
Shepherd Ranch Airport	34.62220001	-120.0650024
Hoffman Private Airport	33.14310074	-116.7450027
Emory Ranch Airport	32.7494444	-116.0161111
Boeing Seal Beach (Rooftop) Heliport	33.75699997	-118.0879974
Ward Ranch Airport	33.42779922	-116.8430023
Blech Ranch Airport	35.59500122	-120.3389969
Delta County Memorial Hospital Heliport	38.74079895	-108.052002
Colorado Plains Medical Center Heliport	40.2610917	-103.7963389
Foxx Valley Airport	38.65250015	-104.2340012
Branch's Heliport	40.34799957	-104.5279999
Kauffman Heliport	40.14630127	-104.887001
Pinon Canyon Airport	37.4905014	-104.1439972
Exempla Good Samaritan Heliport	39.97169876	-105.0849991
Fox Hole Airport	40.00469971	-105.0719986
Prowers Medical Center Heliport	38.07109833	-102.6090012
Swedish S.W. Medical Heliport	39.60309982	-105.0910034
Yosemite Hidden Lake Ranch Airport	37.11800003	-119.913002
Krey Field Airport	34.56940079	-117.5559998
Parking Lot Heliport	32.59389877	-117.0849991
John Nichol's Field Airport	32.6330986	-116.8929977
Glen Fed Heliport	34.15719986	-118.2549973
The Atrium Heliport	33.67060089	-117.8580017
Bohunk's Airpark	34.69469833	-118.2829971
Good Samaritan Hospital Heliport	34.05450058	-118.2649994
Tera Ultralightport	35.59130096	-117.6340027
Sce San Jacinto Valley Service Center Heliport	33.74110031	-117.151001
Longmont United Hospital Heliport	40.17890167	-105.1259995
Dave's Airport	40.03329849	-105.1240005
Buckhorn Ranch Airport	38.85189819	-106.9329987
Greggs Nr 1 Airport	39.88940048	-104.5449982
Geo-Seis Helicopters Heliport	40.58990097	-105.0459976
Chenoweth Airport	39.83330154	-103.5899963
Flying M & M Ranch Airport	38.2193985	-108.2129974
Century Helicopters Heliport	40.58549881	-105.0400009
Cartwheel Airport	40.20830154	-105.0130005
Van Treese Airport	37.65829849	-106.0339966
Sharon Hospital Heliport	41.88119888	-73.48100281
Bristol-Myers Squibb Company Heliport	41.48479843	-72.7562027
Windham Hospital Heliport	41.71699905	-72.22589874
N B G H Heliport	41.66159821	-72.78790283
Burke Heliport	41.50619888	-72.93979645
St Francis Hospital Heliport	41.7745018	-72.6989975
Middletown Heliport	41.59680176	-72.70449829
Bridgeport Hospital Heliport	41.18840027	-73.16619873
Danbury Hospital Heliport	41.4056015	-73.44470215
Hartford Hospital Heliport	41.75450134	-72.67870331
Wilber Municipal Airport	40.47499847	-96.9878006
Ada Airport	40.79059982	-83.82910156
Corydon Airport	40.75450134	-93.24130249
Doral Resort & Country Club Heliport	25.81290054	-80.33889771
Frierson Grove Airport	27.30389977	-81.88040161
Doctors Memorial Hospital #2 Heliport	30.119753	-83.592732
Big 'G' Airport	29.26749992	-81.23010254
Panhandle Helicopter Llc Heliport	30.21409988	-85.87220001
Dolphin Stadium Heliport	25.95999264	-80.2370026
Dugger Field	30.49640083	-86.09380341
Cloverleaf Farms Ii Inc. Heliport	29.3614006	-82.20819855
Breezy Knoll Airport	30.82019997	-86.3443985
Fulton Seaplane Base	27.90749931	-80.48639679
Joy Farms Airport	30.65209961	-86.10939789
Harper's Fly-In Ranch Airport	26.73060036	-81.16390228
Thompson Airfield	29.98329926	-82.83560181
Alligator Drink Seaplane Base	28.78779984	-81.16419983
Old Town Ems Heliport	29.60280037	-82.98169708
Jackson Heliport	30.70499992	-85.37830353
Lake Conway South Seaplane Base	28.45859909	-81.34970093
Stanchester Airport	27.80590057	-82.14009857
Wcpx Tv-6 Heliport	28.61030006	-81.41940308
Gary Gale Seaplane Base	30.19389915	-81.68190002
Mc Daniel Ranch Inc. Airport	26.39389992	-81.02310181
North Buffalo Suburban Airport	43.10319901	-78.70330048
Grand Marais/Cook County Seaplane Base	47.8166008	-90.38339996
Halls Flying Ranch Airport	33.35620117	-84.36710358
Mustang Field	34.47790146	-82.89710236
"Airnautique, Inc. Airport"	34.37789917	-82.9457016
Ayresouth Airport	33.77009964	-85.06079865
Paradise Falls Airport	33.81290054	-83.50569916
Big Canoe Heliport	34.45479965	-84.28910065
Sunset Strip	33.73339844	-83.81880188
Hickory Level Airfield	33.6833992	-84.99990082
Paso Fino Farm Airport	30.88710022	-83.41600037
Roberta Industrial Park Airport	32.71390152	-84.02749634
Pinewood Airport	33.78210068	-84.80079651
Crystal Lake Airpark	31.66550064	-83.44709778
Lookout Mountain Airport	34.90470123	-85.45970154
Pecan Patch Airstrip	33.33140182	-84.26670074
Mountain Airpark	34.5617981	-83.71350098
Carpenter Airport	33.52030182	-82.37249756
Pegasus Ranch Airport	32.69390106	-81.79859924
Kahoka Municipal Airport	40.42160034	-91.70629883
Brazil Clay County Airport	39.47669983	-87.09970093
Knoxville Area Community Hospital Heliport	41.31689835	-93.09600067
St Anthony Regional Hospital Heliport	42.05830002	-94.86830139
Audubon County Memorial Hospital Heliport	41.71549988	-94.93859863
Hawkeye Airport	42.43470001	-92.32800293
Sharar Field	41.03340149	-91.05010223
Moore Private Airport	40.87220001	-93.26270294
Rinehart Airport	41.65969849	-92.28990173
Cromwell Heliport	41.03889847	-94.46690369
Hannen Airport	42.22800064	-91.75099945
Army Reserve Heliport	40.83340073	-91.30010223
South Fork Ranch Airport	43.60639954	-115.1070023
Ziggy's Airport	42.64120102	-114.6050034
Flying Joseph Ranch Airport	44.44290161	-113.7730026
Coyote Run Airport	43.07580185	-115.6729965
Black Butte Ranch Airport	43.04769897	-114.4700012
Ez Lope Ranch Airport	43.05310059	-116.461998
Steele Memorial Heliport	45.1739006	-113.8909988
Z X Ranch Airport	43.230308	-116.763192
Pinnacle Airport	45.775197	-116.178475
Chuck's Airport	40.25999832	-85.25330353
Unsicker Airport	40.42810059	-86.15329742
Creighton Airport	41.45729828	-86.12439728
Miller Strip	40.62779999	-86.03780365
Marshall Field	40.65950012	-86.85720062
Kropf Airport	41.64310074	-85.82969666
Frost Field	39.79560089	-85.78610229
Sutton's Field	41.32479858	-87.47589874
Winters Airport	39.53419876	-86.57720184
Hamilton Memorial Hospital Heliport	38.08670044	-88.53890228
Loyola University Medical Center Heliport	41.86090088	-87.83640289
Griffin Airport	38.803056	-88.997778
Flying B Ranch Airport	40.1570015	-87.67449951
Good Samaritan Hospital Heliport	41.81890106	-88.00779724
Kishwaukee Community Hospital Heliport	41.96310043	-88.71730042
Walter Airport	41.87250137	-88.72370148
Jack W. Watson Airport	41.85480118	-88.78730011
Snider Field	38.5	-87.59590149
The Lazy K Airport	40.82780075	-85.08609772
Graves Landing Strip	41.11669922	-86.66670227
Air Park Field	41.12779999	-84.94719696
Byrne Field	38.32899857	-86.03359985
Roto-Whirl/Holiday Heliport	39.92250061	-86.22609711
Roto-Whirl/Vantage Heliport	39.83729935	-86.11859894
Parrish Airport	37.99309921	-87.95140076
Trinity Medical Center West Heliport	41.48109818	-90.5714035
Evanston/Glenbrook Heliport	42.0931015	-87.8526001
Cady Aerial RLA Restricted Landing Area	41.66080093	-89.69360352
Dawson Farms Airport	39.76250076	-88.67150116
Dongola Heliport	37.36560059	-89.16359711
Blessing Hospital At 11th St Heliport	39.93640137	-91.39900208
Bernardin Heliport	41.70840073	-89.20290375
Abbeville Municipal Airport	31.60020065	-85.23880005
Flying Ten Airport	29.61800003	-82.50869751
Dobie's Airport	36.15990067	-95.5802002
J V Ranch Airport	38.63330078	-95.9253006
Kellie Mann Airfield	38.56000137	-95.30909729
Camp Chippewa Airport	38.56669998	-95.36689758
Norris Airport	38.807239	-95.370056
Kendrigan Airport	37.45220184	-97.31780243
Mono Aircraft Airport	37.69279861	-97.88639832
Pearce Field	37.38249969	-95.37470245
Lmn 120 Airport	37.51589966	-96.9197998
Owen Air Park	38.62279892	-84.77890015
Arnemann Farms Airport	36.7655983	-86.61830139
Mgt Station 2105 Heliport	37.50559998	-86.83750153
Tennessee Gas Heliport	38.56140137	-83.95279694
Cambron Field	37.56439972	-87.08190155
Falin Landing Strip	36.8125	-86.375
Tennessee Gas Heliport	38.2682991	-82.57749939
Clinton-Hickman County Airport	36.63610077	-88.99859619
Sky Airport	37.11719894	-83.73609924
Pine Mountain Aero Heliport	37.11360168	-82.8035965
Lida Junction Airport	37.4858017	-117.1910019
Goldfield Airport	37.7179985	-117.237999
Winn Parish Medical Center Heliport	31.92320061	-92.64569855
West Hackberry Heliport	30.00849915	-93.40019989
Double H Ranch Airport	30.22940063	-90.9733963
Don Babin-Private Airport	30.27799988	-90.96320343
Belcher Airpatch Airport	32.7492981	-93.87349701
North Caddo Medical Center Heliport	32.86410141	-93.98899841
Conoco Inc Heliport	29.25799942	-89.96369934
Freeport Sulphur Heliport	29.25860023	-89.959198
Exxon Heliport	29.25580025	-89.96759796
Jackson Parish Hospital Heliport	32.25170135	-92.71279907
Rebel Field	30.5862999	-90.8615036
Kaufield Airport	42.26470184	-88.73000336
Jerseyville Aviation Inc Airport	39.09420013	-90.31340027
Murk's Strip	40.73889923	-90.38069916
Koenig Airport	39.05500031	-90.34210205
Flaherty Field	41.4192009	-89.12310028
Busboom RLA Restricted Landing Area	40.11000061	-88.07839966
Gord Airport	41.69839859	-88.60759735
Hospital Heliport	41.65000153	-88.61669922
Savanna Army Depot Helipad	42.1833992	-90.25569916
Theriot Field	29.74970055	-90.7358017
Evergreen Fourchon Heliport	29.11639977	-90.20220184
Evergreen Venice Heliport	29.29669952	-89.37439728
Buller's Airstrip	30.80870056	-92.18800354
Trahan Ultralightport	30.30690002	-92.12979889
Dufour Airport	30.78770065	-92.05039978
Morgan Field	30.6128006	-91.48419952
Lonesome Dove Airfield	30.28580093	-92.94129944
Huenefeld Airport	32.50429916	-91.98210144
Massachusetts General Hospital Heliport	42.36370087	-71.06890106
Healthalliance Hospital-Leominster Heliport	42.54090118	-71.76280212
Reh Heliport	41.78739929	-71.23179626
Boston Medical Center Hospital Heliport	42.33359909	-71.07170105
Brockton Usar Center Heliport	42.05590057	-71.05590057
Wbz Heliport	42.36510086	-71.13259888
Textron/Everett Heliport	42.40449905	-71.07060242
Lleia Kyle O'Meara Heliport	42.50310135	-71.90840149
Baltimore Washington Medical Center Heliport	39.13759995	-76.62329865
Taylor Field	39.18730164	-75.79270172
Squier Landing Airport	38.28789902	-76.86750031
The Johns Hopkins Hospital Heliport	39.29729843	-76.59329987
Pond View Private Airport	39.26679993	-76.18720245
Greater Laurel Beltsville Hospital Heliport	39.08760071	-76.88159943
Walters Airport	39.38119888	-77.10579681
The Aspen Institute Heliport	38.90930176	-76.11969757
Security Ford Heliport	39.2458992	-76.67610168
Calvert Memorial Hospital Heliport	38.56100082	-76.59660339
Peasley Field	44.742469	-68.474403
Sumner Heliport	42.97000122	-85.66590118
Sugar Springs Airport	44.14030075	-84.4375
Stier Airstrip	44.52220154	-83.6832962
Kelleys Airport	44.63339996	-84.48339844
Lesterson Field	46.27019882	-87.3864975
Young's Airport	46.38750076	-85.18399811
Four Star Heliport	42.04309845	-83.35939789
Twin Lakes Airport	44.90000153	-84.30000305
Henry Ford Hospital Heliport	42.36750031	-83.08439636
Winner's Landing Seaplane Base	44.7969017	-92.98410034
Brinkman Airport	44.26250076	-94.06970215
Grindstone Lake Seaplane Base	46.13330078	-93.00299835
Lower Hay Lake Seaplane Base	46.67779922	-94.29250336
Paul's Seaplane Base	46.47719955	-94.30310059
Pankratz Airport	44.30720139	-94.91690063
Matson Field	43.66220093	-92.40429688
Ely Bloomenson Community Hospital Heliport	47.89910126	-91.8730011
Keller Airport	45.13579941	-92.85939789
Triple H Heliport	45.31330109	-93.71759796
Ferros Ranch-Aero Airport	38.41030121	-93.85019684
Flying G Airport	38.54449844	-94.09470367
Short-N-Ruff Airport	37.7867012	-90.78009796
Arvin Ranch Airport	38.44029999	-94.59329987
Bert Walter Berkowitz Heliport	39.08530045	-94.57379913
Joe D Lewis Airport	40.13339996	-92.10019684
Hall Airport	40.11669922	-92.26689911
St Joseph Hospital West Heliport	38.80329895	-90.77629852
Sloan's Airport	39.1405983	-90.73680115
Emerson Heliport	38.72949982	-90.27839661
Topton Air Estates Airport	32.47499847	-88.61669922
Franklin Field	31.42519951	-90.9029007
Morgan Field	31.54179955	-89.39170074
Baptist Memorial Hospital-North Ms Heliport	34.34780121	-89.51899719
Sheriff's Courthouse Heliport	30.37599945	-89.0861969
Lewis Air Service Airport	33.39179993	-90.91680145
Levert Heliport	30.30130005	-89.23449707
Hale Field	34.34260178	-89.14309692
Catfish Point Airport	33.69929886	-91.1651001
Shenandoah Valley Farms Airport	33.80070114	-89.02729797
Williams Field	47.49750137	-112.3909988
Big Sandy Medical Center Heliport	48.17969894	-110.1090012
Stock Farm Heliport	46.25080109	-114.0670013
Kimp Airport	46.27859879	-114.1409988
Cottonwood Airport	45.63420105	-108.848999
Hanson Airport	48.04059982	-114.6790009
Pinehurst Ranch Airport	47.66080093	-115.4039993
Glacier Heli Tours Heliport	48.48669815	-113.9980011
Lone Hawk Airport	48.48329926	-114.4929962
Eagle Field	37.23469925	-91.09359741
Sunderland Airport	37.24670029	-94.17389679
Christian Hospital Northeast Heliport	38.7745018	-90.23899841
Hannibal Regional Hospital Heliport	39.71120071	-91.45069885
Slaughter Airport	39.61610031	-92.86689758
Holden Heliport	38.71969986	-93.99440002
Bradbury-Rolf Memorial Heliport	39.07329941	-93.73590088
Lambs Field	38.875	-94.13970184
Prince STOLport	37.43870163	-89.75900269
Kenyon Heliport	44.33390045	-92.94329834
Bozeman Deaconess Hospital Heliport	45.66999817	-111.0189972
Roosterville Airport	39.29109955	-94.44219971
Chandelle Estates Airport	39.20230103	-75.48549652
Deldot Helistop	39.14960098	-75.50489807
Henderson Aviation Airport	39.01259995	-75.53350067
Goerger Airport	46.24549866	-97.03759766
Sorlie Airport	48.00109863	-99.56289673
Boyd's Turf Airport	46.75	-103.8010025
Wayne Memorial Hospital Inc. Heliport	35.3987999	-77.9496994
Bearwallow Farm Airport	35.45709991	-82.37539673
Moore Regional Hospital Heliport	35.20489883	-79.45670319
Washington County Hospital Heliport	35.87519836	-76.6996994
Wake Medical Center Heliport	35.78680038	-78.58580017
Nash General Hospital Heliport	35.91889954	-77.78919983
Our Community Hospital Heliport	36.13130188	-77.41889954
Lindsay Airport	36.35720062	-79.99749756
Double Creek Ranch Airport	35.75569916	-80.73529816
Maria Parham Hospital Heliport	36.33069992	-78.4496994
Gilbertson Field	47.92919922	-99.40039825
Schumacher Strip	46.05500031	-99.917099
Saville Private Airport	46.46530151	-100.1050034
Merrihew Airport	41.84999847	-101.9499969
Runner Landing Area Airport	42.40719986	-101.9319992
Merry Airport	41.86660004	-101.9169998
Syracuse Hospital Heliport	40.66719818	-96.18640137
Franklin County Memorial Hospital Heliport	40.09719849	-98.95040131
Newman Airport	41.02109909	-102.0179977
Frager Field	40.43330002	-98.07060242
Atlantic City Medical Center Heliport	39.35897025	-74.4346717
Berkeley Township Police Heliport	39.90729904	-74.23490143
Ballymere Heliport	40.75289917	-74.43990326
Mount Holly Heliport	39.96680069	-74.79959869
Weichert Headquarters Heliport	40.94070053	-74.46150208
Fla-Net Airport	40.88589859	-74.70570374
Dix Field	39.31679916	-74.63289642
Essex Generating Station Heliport	40.7378006	-74.11889648
Port Newark Helistop	40.70230103	-74.15070343
Jersey Tpke New Brunswick Helistop	40.47729874	-74.40789795
Berdick Field	42.33399963	-78.79090118
Spring Brook Airport	43.36169815	-76.22019958
Westwind Farm Airport	42.98339844	-74.0161972
Seven Gullies Airport	42.69589996	-77.79219818
Medical Center Heliport	40.72589874	-73.55370331
Mid-Hudson Helicopter Service Heliport	41.60620117	-73.82759857
Lapeer Flyer Airport	42.43840027	-76.08879852
Ibm King St Heliport	41.10250092	-73.72609711
Rocky Reef Farm Airport	41.92089844	-73.67040253
Lakeview Airport	43.01029968	-75.82689667
Columbus Municipal Airport	31.82369995	-107.6269989
Negrito Airstrip	33.52090073	-108.5429993
Summerlin Medical Center Heliport	36.1935997	-115.3010025
Bennetts Airport	43.70009995	-73.98290253
Russell Field	43.1391983	-73.65319824
Kermizian Airport	43.31399918	-74.93209839
State Police Troop D Heliport	43.09420013	-75.64959717
New York State Police Heliport	42.92839813	-76.6155014
Murphys Landing Strip	43.03760147	-74.18430328
Wenskoski Field	42.99729919	-74.24539948
San Luis Reservoir Seaplane Base	37.05830002	-121.1259995
